Date,Country,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Clicks,Conversions,Conversion Type,Conversion Rate,Sessions,Loyal Users,Loyal Users/Installs,Total Revenue,Total Cost,ROI,ARPU,Average eCPI,booking_confirmed (Unique users),booking_confirmed (Event counter),booking_confirmed (Sales in INR),booking_done_10_fos (Unique users),booking_done_10_fos (Event counter),booking_done_10_fos (Sales in INR),booking_done_11_fos (Unique users),booking_done_11_fos (Event counter),booking_done_11_fos (Sales in INR),booking_done_1_fos (Unique users),booking_done_1_fos (Event counter),booking_done_1_fos (Sales in INR),booking_done_2_fos (Unique users),booking_done_2_fos (Event counter),booking_done_2_fos (Sales in INR),booking_done_3_fos (Unique users),booking_done_3_fos (Event counter),booking_done_3_fos (Sales in INR),booking_done_4_fos (Unique users),booking_done_4_fos (Event counter),booking_done_4_fos (Sales in INR),booking_done_5_fos (Unique users),booking_done_5_fos (Event counter),booking_done_5_fos (Sales in INR),booking_done_6_fos (Unique users),booking_done_6_fos (Event counter),booking_done_6_fos (Sales in INR),booking_done_7_fos (Unique users),booking_done_7_fos (Event counter),booking_done_7_fos (Sales in INR),booking_done_8_fos (Unique users),booking_done_8_fos (Event counter),booking_done_8_fos (Sales in INR),booking_done_9_fos (Unique users),booking_done_9_fos (Event counter),booking_done_9_fos (Sales in INR),button click (Unique users),button click (Event counter),button click (Sales in INR),call_now_clicked (Unique users),call_now_clicked (Event counter),call_now_clicked (Sales in INR),company name entered (Unique users),company name entered (Event counter),company name entered (Sales in INR),dg_locker_aadhaar_otp_shown (Unique users),dg_locker_aadhaar_otp_shown (Event counter),dg_locker_aadhaar_otp_shown (Sales in INR),event_overlay_permission_pop_up_continue_clicked (Unique users),event_overlay_permission_pop_up_continue_clicked (Event counter),event_overlay_permission_pop_up_continue_clicked (Sales in INR),event_overlay_permission_pop_up_dismiss_clicked (Unique users),event_overlay_permission_pop_up_dismiss_clicked (Event counter),event_overlay_permission_pop_up_dismiss_clicked (Sales in INR),event_overlay_permission_pop_up_shown (Unique users),event_overlay_permission_pop_up_shown (Event counter),event_overlay_permission_pop_up_shown (Sales in INR),first_booking_clicked (Unique users),first_booking_clicked (Event counter),first_booking_clicked (Sales in INR),first_booking_done (Unique users),first_booking_done (Event counter),first_booking_done (Sales in INR),instant_kyc_submitted_non_fos (Unique users),instant_kyc_submitted_non_fos (Event counter),instant_kyc_submitted_non_fos (Sales in INR),instant_kyc_success (Unique users),instant_kyc_success (Event counter),instant_kyc_success (Sales in INR),kyc_completed_non_fos (Unique users),kyc_completed_non_fos (Event counter),kyc_completed_non_fos (Sales in INR),load_posting_form_opened (Unique users),load_posting_form_opened (Event counter),load_posting_form_opened (Sales in INR),order_tracking_created_1_fos (Unique users),order_tracking_created_1_fos (Event counter),order_tracking_created_1_fos (Sales in INR),order_tracking_created_1_non_fos (Unique users),order_tracking_created_1_non_fos (Event counter),order_tracking_created_1_non_fos (Sales in INR),order_tracking_created_fos (Unique users),order_tracking_created_fos (Event counter),order_tracking_created_fos (Sales in INR),order_tracking_created_non_fos (Unique users),order_tracking_created_non_fos (Event counter),order_tracking_created_non_fos (Sales in INR),overlay_permission_not_given (Unique users),overlay_permission_not_given (Event counter),overlay_permission_not_given (Sales in INR),page_load (Unique users),page_load (Event counter),page_load (Sales in INR),page_seen (Unique users),page_seen (Event counter),page_seen (Sales in INR),payment_success_fos (Unique users),payment_success_fos (Event counter),payment_success_fos (Sales in INR),recharge_pack_select (Unique users),recharge_pack_select (Event counter),recharge_pack_select (Sales in INR),sales_code_started (Unique users),sales_code_started (Event counter),sales_code_started (Sales in INR),sales_code_success (Unique users),sales_code_success (Event counter),sales_code_success (Sales in INR),start_booking (Unique users),start_booking (Event counter),start_booking (Sales in INR),verify_otp_api_success (Unique users),verify_otp_api_success (Event counter),verify_otp_api_success (Sales in INR)
2025-01-03,IN,Jimenez Group,organic,SB_UAC_Hindi_KYC_Completed_Firebase_May'24,,5,other,,497,2,0.33,92.13,,,30.71,,0,0,0.0,0,0,0.0,1,8,9.43,0,0,0.0,0,0,0.0,2,10,3.7,2,8,2.07,2,10,8.8,0,0,0.0,1,10,7.99,0,0,0.0,1,7,9.47,2,10,7.48,2,8,5.89,2,8,6.71,1,4,2.64,1,6,1.91,2,10,5.12,1,8,7.45,0,0,0.0,0,0,0.0,1,8,0.36,2,1,4.89,0,0,0.0,2,0,0.0,2,4,3.54,2,7,2.88,0,0,0.0,1,5,4.54,1,7,2.85,0,0,0.0,2,4,9.39,0,0,0.0,1,4,1.15,1,4,7.42,0,0,0.0,2,7,5.1,0,0,0.0
2024-12-08,US,,googleadwords_int,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,,4,new install,,155,5,1.0,24.58,,,4.1,,2,9,3.18,2,0,0.0,2,10,7.62,1,5,2.13,1,9,2.8,0,0,0.0,1,9,7.21,0,0,0.0,1,10,7.79,2,0,0.0,0,0,0.0,2,1,9.23,2,10,4.84,1,8,0.01,1,6,2.86,0,0,0.0,0,0,0.0,0,0,0.0,2,3,2.07,1,3,6.4,1,0,0.0,0,0,0.0,2,9,8.47,2,0,0.0,2,8,4.91,1,3,6.69,0,0,0.0,1,1,3.49,2,7,1.47,2,0,0.0,1,5,3.58,0,0,0.0,1,9,5.88,0,0,0.0,0,0,0.0,2,3,1.2,0,0,0.0,2,3,8.96
2025-06-04,US,,other,SB_UAC_Hindi_KYC_NonFos_Firebase_Nov'22,540.0,3,new install,0.005555555555555556,301,0,0.0,17.99,,,17.99,,0,0,0.0,0,0,0.0,2,2,9.5,0,0,0.0,1,6,1.23,2,5,1.71,1,2,7.65,1,9,3.04,0,0,0.0,1,1,1.24,1,6,5.11,0,0,0.0,0,0,0.0,0,0,0.0,2,5,8.68,1,7,2.48,1,10,7.89,0,0,0.0,2,9,5.52,1,10,7.3,0,0,0.0,1,2,4.16,1,9,0.58,0,0,0.0,1,7,6.56,2,7,1.17,1,5,3.67,1,7,9.35,2,9,5.37,1,5,1.27,0,0,0.0,2,0,0.0,2,2,6.8,0,0,0.0,2,4,6.56,2,4,2.59,0,0,0.0,0,0,0.0
2024-12-08,CA,,googleadwords_int,SB_UAC_English_KYC_Completed_Firebase_April'24,672.0,4,re-attribution,0.005952380952380952,495,5,1.0,86.99,228.77,-0.62,14.5,57.19,0,0,0.0,1,5,9.44,2,0,0.0,1,9,2.17,2,7,6.64,2,10,8.63,2,3,0.04,0,0,0.0,2,3,8.39,2,7,0.01,0,0,0.0,2,1,8.44,0,0,0.0,1,8,3.17,2,2,6.94,1,8,0.37,1,9,6.2,1,9,5.86,0,0,0.0,0,0,0.0,0,0,0.0,1,7,2.81,2,6,6.65,1,0,0.0,2,9,1.2,1,7,7.09,1,0,0.0,1,3,1.6,1,1,7.46,0,0,0.0,2,10,9.41,2,7,7.76,2,2,8.24,0,0,0.0,1,0,0.0,1,3,4.69,1,6,2.93,1,8,3.86
2025-09-01,CA,,googleadwords_int,SB_UAC_Hindi_KYC_Completed_Firebase_May'24,530.0,2,new install,0.0037735849056603774,203,1,0.33,69.21,,,34.6,,1,1,4.54,2,10,9.12,0,0,0.0,2,1,8.06,0,0,0.0,0,0,0.0,0,0,0.0,2,4,6.87,1,10,7.57,2,0,0.0,1,3,1.59,0,0,0.0,0,0,0.0,0,0,0.0,2,1,8.27,1,0,0.0,1,1,8.96,1,6,6.72,2,0,0.0,1,7,3.27,2,7,3.75,2,5,7.21,2,4,1.73,0,0,0.0,0,0,0.0,1,2,9.53,0,0,0.0,1,9,3.07,1,3,6.9,2,1,2.8,1,8,9.47,2,5,2.92,0,0,0.0,2,8,6.63,2,10,2.12,2,2,7.07,1,10,2.8,1,4,6.6
2025-07-15,IN,,organic,SB_UAC_English_KYC_NonFos_Firebase_April'24,169.0,3,new install,0.01775147928994083,13,4,1.0,51.87,,,10.37,,2,0,0.0,2,4,9.09,2,6,5.74,2,0,0.0,2,8,8.78,1,8,0.11,2,1,5.0,1,3,0.15,1,2,4.4,2,1,8.58,2,6,6.65,0,0,0.0,1,7,2.68,0,0,0.0,1,6,5.27,1,7,6.26,0,0,0.0,2,4,4.59,2,6,7.73,2,6,1.4,2,8,1.39,1,0,0.0,1,0,0.0,1,8,7.51,0,0,0.0,2,3,9.14,1,5,4.18,1,9,2.77,2,1,7.14,1,6,3.43,0,0,0.0,1,10,2.95,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,4,5.37,2,8,1.85
2025-07-25,IN,,googleadwords_int,SB_UAC_Hindi_KYC_Completed_Firebase_Nov'22,215.0,1,other,0.004651162790697674,328,1,0.5,33.95,275.82,-0.88,16.98,275.82,0,0,0.0,1,7,5.78,2,3,5.66,1,1,2.03,0,0,0.0,1,0,0.0,1,3,0.61,0,0,0.0,2,5,5.39,1,7,8.84,0,0,0.0,0,0,0.0,2,7,6.08,2,4,8.86,1,0,0.0,2,2,9.94,1,1,0.6,1,9,6.13,1,2,3.95,1,10,3.29,2,10,1.78,0,0,0.0,1,0,0.0,2,5,8.36,2,9,5.83,1,6,2.37,1,0,0.0,2,8,0.51,0,0,0.0,1,4,9.34,0,0,0.0,0,0,0.0,2,10,1.84,0,0,0.0,2,4,4.0,2,4,2.69,1,6,5.32,0,0,0.0
2024-12-30,US,,organic,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,649.0,0,re-attribution,0.0,235,4,4.0,12.3,,,2.46,,0,0,0.0,0,0,0.0,1,7,4.2,0,0,0.0,0,0,0.0,1,10,5.06,1,4,5.68,2,2,6.79,2,5,2.67,2,6,1.29,1,8,7.46,0,0,0.0,2,8,5.85,2,0,0.0,1,4,8.4,1,8,3.92,1,3,8.69,1,8,9.33,1,4,1.64,0,0,0.0,1,10,9.87,1,4,2.32,0,0,0.0,1,8,9.22,0,0,0.0,0,0,0.0,1,4,8.72,2,3,0.72,0,0,0.0,2,5,0.45,2,0,0.0,1,3,8.23,2,10,1.02,1,0,0.0,0,0,0.0,2,4,0.86,2,1,1.66,2,0,0.0
2025-07-18,IN,,facebook,SB_UAC_English_KYC_Completed_Firebase_April'24,117.0,1,re-attribution,0.008547008547008548,269,4,2.0,62.47,,,12.49,,1,9,2.2,0,0,0.0,0,0,0.0,1,8,4.85,0,0,0.0,1,5,9.25,0,0,0.0,1,1,7.42,1,8,3.39,1,1,8.13,1,1,1.04,1,8,9.85,2,0,0.0,2,6,5.13,1,7,7.27,2,0,0.0,1,10,6.06,2,4,5.04,2,10,5.14,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,4,2.32,2,3,7.64,2,2,5.73,2,6,6.21,2,4,0.55,2,6,8.29,0,0,0.0,2,1,9.73,1,1,9.49,2,9,2.26,2,9,9.85,1,5,8.91,0,0,0.0
2024-12-25,CA,,facebook,SB_UAC_English_KYC_NonFos_Firebase_May'24,,5,new install,,227,1,0.17,42.02,,,21.01,,0,0,0.0,1,1,1.73,1,6,4.1,2,7,9.11,2,7,4.1,2,7,7.97,1,3,9.05,2,5,4.14,0,0,0.0,2,6,7.18,0,0,0.0,0,0,0.0,2,2,5.51,2,2,5.53,0,0,0.0,1,5,3.9,2,8,5.36,2,7,6.97,2,4,8.29,1,8,9.78,1,1,4.36,2,4,0.9,0,0,0.0,0,0,0.0,0,0,0.0,2,10,1.18,2,10,0.94,1,1,0.65,1,1,4.1,1,8,2.18,2,9,1.55,2,2,1.3,2,6,5.04,2,7,5.91,0,0,0.0,2,0,0.0,2,7,3.16,1,0,0.0
2025-06-23,IN,,facebook,SB_UAC_English_KYC_Completed_Firebase_April'24,,1,other,,420,3,1.5,53.94,,,13.48,,1,7,6.58,0,0,0.0,1,0,0.0,2,6,7.62,2,0,0.0,0,0,0.0,2,1,5.78,2,4,1.99,2,2,6.82,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,6,6.34,0,0,0.0,2,8,1.32,1,3,1.89,0,0,0.0,1,4,2.17,1,1,6.17,1,7,0.78,1,4,5.77,2,8,4.68,0,0,0.0,0,0,0.0,2,10,7.79,1,2,5.17,0,0,0.0,0,0,0.0,0,0,0.0,2,5,9.41,2,5,4.02,0,0,0.0,1,3,5.01,0,0,0.0,2,8,7.58,1,5,9.88,1,4,5.88
2025-10-12,US,,facebook,SB_UAC_Hindi_KYC_Completed_Firebase_May'24,895.0,7,other,0.00782122905027933,483,4,0.5,38.14,,,7.63,,1,0,0.0,1,5,3.48,1,5,5.59,1,10,7.45,0,0,0.0,1,3,5.61,2,4,5.47,1,10,0.85,1,3,3.31,1,0,0.0,0,0,0.0,1,10,4.19,2,3,2.33,2,9,8.9,0,0,0.0,2,9,9.98,2,5,9.9,2,1,3.16,1,8,8.27,2,6,9.74,0,0,0.0,0,0,0.0,2,10,1.13,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,1,9,5.63,1,1,7.41,2,9,8.0,1,10,9.02,1,8,0.06,1,7,2.67,2,8,0.08,1,9,6.85,2,4,8.79,1,6,6.03,2,3,5.81
2025-09-04,CA,,other,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,,3,re-attribution,,85,1,0.25,90.52,,,45.26,,2,4,2.03,1,9,5.77,0,0,0.0,1,4,1.2,2,8,7.04,1,2,1.36,0,0,0.0,1,4,9.03,0,0,0.0,0,0,0.0,0,0,0.0,1,7,1.61,2,5,8.07,0,0,0.0,0,0,0.0,0,0,0.0,1,8,3.95,1,4,2.58,1,5,6.54,1,2,4.95,0,0,0.0,2,1,5.62,0,0,0.0,1,4,2.34,1,6,4.61,2,7,7.12,0,0,0.0,0,0,0.0,1,6,8.46,0,0,0.0,0,0,0.0,1,8,9.44,2,9,5.07,2,9,7.74,1,7,9.16,0,0,0.0,2,7,4.83,1,2,4.2
2025-08-03,IN,,facebook,SB_UAC_English_KYC_Completed_Firebase_Nov'22,,4,new install,,109,4,0.8,45.79,,,9.16,,1,0,0.0,1,2,8.88,0,0,0.0,1,7,2.04,2,10,8.51,2,9,4.04,1,9,2.11,1,5,5.1,0,0,0.0,0,0,0.0,1,1,8.11,2,0,0.0,1,2,0.42,2,1,2.07,1,10,4.92,1,10,4.55,2,9,8.66,1,10,3.14,0,0,0.0,2,10,9.5,2,4,3.87,1,2,9.22,0,0,0.0,2,4,7.49,0,0,0.0,1,6,1.28,1,5,9.86,1,0,0.0,0,0,0.0,2,2,7.64,0,0,0.0,2,5,5.76,0,0,0.0,2,1,2.26,1,6,6.71,1,0,0.0,2,1,1.57,1,1,5.95
2024-11-07,IN,,googleadwords_int,SB_UAC_English_KYC_NonFos_Firebase_April'24,,4,new install,,166,1,0.2,46.13,,,23.07,,0,0,0.0,2,5,5.09,2,1,1.63,0,0,0.0,1,8,3.91,0,0,0.0,0,0,0.0,1,6,9.47,2,9,1.17,1,2,2.51,2,2,2.73,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,4,9.64,1,3,8.56,0,0,0.0,1,7,3.82,1,6,4.72,2,10,6.79,2,8,0.72,1,9,0.05,2,3,5.0,1,5,4.76,1,5,2.42,1,10,0.96,0,0,0.0,1,4,9.85,0,0,0.0,2,7,3.46,2,6,1.44,2,8,2.71,1,3,2.43,2,10,4.93,0,0,0.0,0,0,0.0
2025-05-29,CA,,facebook,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,,0,re-attribution,,456,3,3.0,99.19,82.8,0.2,24.8,,2,1,9.47,2,9,5.03,2,5,9.2,1,3,4.54,0,0,0.0,1,3,9.85,1,6,0.3,2,10,1.13,2,5,5.76,0,0,0.0,2,10,7.68,1,0,0.0,0,0,0.0,2,0,0.0,2,9,9.83,2,7,8.46,1,8,4.96,1,6,5.96,1,8,7.37,1,1,5.8,1,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,1,8,4.42,1,6,3.63,1,5,0.25,1,10,6.31,1,1,2.81,2,1,6.08,0,0,0.0,2,0,0.0,1,2,5.18,0,0,0.0,1,4,8.09,1,0,0.0,2,2,6.26,0,0,0.0
2025-04-15,IN,,other,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,,1,re-attribution,,310,3,1.5,62.09,,,15.52,,0,0,0.0,2,10,1.38,1,7,9.03,1,8,7.58,2,6,6.53,2,10,8.29,2,5,9.72,2,3,4.75,0,0,0.0,2,9,3.98,1,4,5.73,2,3,5.73,0,0,0.0,0,0,0.0,0,0,0.0,2,6,8.7,1,4,9.0,2,8,5.77,2,1,7.64,1,3,7.49,2,10,3.23,2,4,5.29,1,9,6.5,2,7,4.68,0,0,0.0,2,3,5.68,1,4,8.27,2,5,7.47,0,0,0.0,1,4,6.4,1,4,7.64,2,3,7.23,2,9,3.22,0,0,0.0,2,4,4.7,0,0,0.0,1,5,1.38,1,3,9.49
2024-10-31,IN,,organic,SB_UAC_English_KYC_Completed_Firebase_Nov'22,,1,other,,102,1,0.5,80.94,,,40.47,,2,3,9.89,0,0,0.0,1,2,7.75,2,7,0.99,0,0,0.0,1,7,4.89,2,9,3.62,2,5,2.19,0,0,0.0,0,0,0.0,2,10,4.56,2,9,9.82,1,9,6.06,2,5,1.01,2,2,6.64,2,2,7.33,1,3,7.78,1,4,0.78,2,2,0.97,2,2,8.49,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,9,4.44,1,6,0.45,2,1,8.52,0,0,0.0,0,0,0.0,0,0,0.0,1,5,5.43,0,0,0.0,0,0,0.0,0,0,0.0,1,7,0.16,2,2,8.66,0,0,0.0,2,1,5.97
2025-09-26,GB,,googleadwords_int,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,,9,other,,296,2,0.2,50.91,,,16.97,,0,0,0.0,0,0,0.0,0,0,0.0,2,7,0.24,0,0,0.0,0,0,0.0,0,0,0.0,2,3,2.44,2,6,8.16,1,3,4.33,1,9,1.05,2,4,5.16,0,0,0.0,0,0,0.0,0,0,0.0,2,7,0.4,0,0,0.0,2,3,1.03,2,2,9.19,2,3,8.49,1,0,0.0,2,2,9.07,2,0,0.0,2,7,6.09,1,8,4.71,0,0,0.0,1,7,4.25,2,1,4.76,2,9,0.5,0,0,0.0,0,0,0.0,1,10,5.19,2,5,3.69,1,2,6.65,0,0,0.0,2,8,3.84,0,0,0.0,1,9,6.93
2025-05-28,CA,,facebook,SB_UAC_English_KYC_Completed_Firebase_April'24,,6,other,,76,2,0.29,94.99,,,31.66,,0,0,0.0,2,10,3.24,1,6,8.11,2,1,2.91,2,1,8.42,1,3,9.17,0,0,0.0,1,0,0.0,0,0,0.0,1,3,0.76,2,9,8.67,0,0,0.0,1,3,1.77,1,3,4.93,1,3,3.03,0,0,0.0,2,8,7.2,2,0,0.0,1,3,7.2,0,0,0.0,0,0,0.0,1,4,0.65,1,0,0.0,0,0,0.0,1,10,1.21,0,0,0.0,2,2,9.71,2,7,3.96,0,0,0.0,2,3,7.88,2,7,5.13,0,0,0.0,0,0,0.0,1,8,6.1,0,0,0.0,0,0,0.0,2,5,3.72,2,2,6.28
2025-08-28,IN,,organic,SB_UAC_English_KYC_Completed_Firebase_Nov'22,,7,re-attribution,,203,3,0.38,27.41,,,6.85,,0,0,0.0,0,0,0.0,1,8,5.59,1,7,3.23,0,0,0.0,0,0,0.0,0,0,0.0,1,2,7.48,1,9,4.97,1,0,0.0,2,6,8.69,1,10,3.91,1,1,2.44,0,0,0.0,0,0,0.0,2,8,8.1,1,1,3.19,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,7,8.16,2,7,5.63,2,2,6.18,1,6,2.02,0,0,0.0,2,3,7.64,0,0,0.0,1,4,2.81,2,6,1.96,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,2,2,1.35,1,10,2.24,1,7,8.73,1,8,4.91
2025-08-17,CA,,facebook,SB_UAC_Hindi_KYC_NonFos_Firebase_Nov'22,153.0,5,re-attribution,0.032679738562091505,338,5,0.83,48.63,151.1,-0.68,8.11,30.22,0,0,0.0,1,2,5.47,1,3,7.99,2,6,9.52,2,8,4.53,2,10,4.04,2,4,0.12,1,4,5.91,0,0,0.0,1,6,2.42,0,0,0.0,1,8,9.87,0,0,0.0,2,8,7.7,1,6,3.83,2,1,6.1,2,3,9.27,0,0,0.0,1,9,8.92,0,0,0.0,2,8,7.74,2,1,2.43,2,9,8.17,1,7,8.7,2,8,0.74,2,8,3.54,2,2,2.01,1,2,5.28,2,4,1.83,0,0,0.0,1,9,8.43,2,5,3.39,1,1,9.56,2,5,9.58,1,1,0.34,2,5,2.61,0,0,0.0,1,2,2.11
2025-03-23,US,,other,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,377.0,10,re-attribution,0.026525198938992044,171,0,0.0,54.97,,,54.97,,2,3,6.82,0,0,0.0,1,7,7.04,1,5,6.95,1,7,2.11,0,0,0.0,0,0,0.0,2,4,0.78,2,4,3.49,2,2,0.96,2,10,0.13,1,6,2.27,0,0,0.0,0,0,0.0,2,3,2.77,1,9,2.7,1,4,9.5,2,9,6.85,1,9,2.19,1,7,5.12,2,6,2.29,1,5,5.64,1,6,3.45,1,8,3.07,1,7,6.51,1,0,0.0,1,0,0.0,2,9,1.89,1,6,4.88,2,3,9.78,2,5,9.43,1,2,3.45,0,0,0.0,1,9,8.4,1,4,8.32,0,0,0.0,1,8,7.91,2,8,7.67
2025-08-04,IN,"Goodman, Johnson and Dominguez",other,SB_UAC_English_KYC_NonFos_Firebase_April'24,167.0,8,new install,0.04790419161676647,307,5,0.56,93.59,,,15.6,,2,2,7.12,1,3,8.99,1,7,3.07,2,10,1.34,1,7,8.37,0,0,0.0,1,5,2.92,0,0,0.0,1,4,5.74,0,0,0.0,1,8,6.3,2,1,4.47,1,10,8.58,1,1,2.7,2,8,9.83,1,7,0.85,1,9,3.57,1,0,0.0,1,0,0.0,1,1,7.26,1,7,7.93,0,0,0.0,1,6,1.85,2,5,3.23,0,0,0.0,2,3,6.43,1,2,8.97,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,5,2.24,1,9,4.71,2,2,5.31,2,8,4.3,2,10,4.23
2025-07-17,GB,Malone-Mcconnell,facebook,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,684.0,7,other,0.01023391812865497,129,5,0.62,31.08,397.66,-0.92,5.18,56.81,2,1,1.97,0,0,0.0,1,8,7.32,1,10,2.5,1,5,1.17,1,8,6.83,2,4,7.3,0,0,0.0,2,2,7.54,2,7,3.9,0,0,0.0,2,9,4.43,0,0,0.0,1,9,4.54,2,10,9.24,1,5,0.54,1,2,2.93,0,0,0.0,1,1,9.3,0,0,0.0,1,10,5.56,1,2,2.87,1,6,2.23,2,0,0.0,0,0,0.0,2,5,0.72,1,7,2.89,0,0,0.0,2,1,3.45,1,3,0.21,2,4,7.25,1,7,6.82,2,3,2.26,0,0,0.0,0,0,0.0,2,10,8.09,2,7,1.77,2,5,5.75
2025-01-13,GB,,organic,SB_UAC_English_KYC_NonFos_Firebase_April'24,271.0,3,re-attribution,0.01107011070110701,261,0,0.0,16.17,,,16.17,,1,7,1.32,1,1,0.61,0,0,0.0,2,5,2.84,2,7,0.25,1,4,9.11,2,8,6.52,0,0,0.0,1,5,7.73,1,2,4.91,1,10,1.88,2,6,7.89,2,2,7.54,2,4,9.17,0,0,0.0,1,5,0.75,0,0,0.0,1,4,9.79,1,6,2.95,2,10,8.35,0,0,0.0,1,9,8.27,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,10,1.27,1,5,5.01,0,0,0.0,2,3,2.19,1,8,8.14,0,0,0.0,0,0,0.0,1,5,5.69
2025-01-14,GB,Sanders LLC,facebook,SB_UAC_English_KYC_NonFos_Firebase_May'24,500.0,9,new install,0.018,436,3,0.3,74.37,14.89,3.99,18.59,1.65,2,2,6.82,2,3,6.07,1,10,8.61,0,0,0.0,2,10,7.47,0,0,0.0,2,5,4.74,0,0,0.0,1,10,0.68,2,5,5.34,2,7,7.24,0,0,0.0,2,5,2.16,1,2,0.68,1,9,2.36,0,0,0.0,2,1,3.84,2,10,1.93,2,1,8.35,1,0,0.0,0,0,0.0,2,7,0.37,2,5,6.04,0,0,0.0,0,0,0.0,1,8,0.25,1,7,4.78,0,0,0.0,0,0,0.0,1,0,0.0,1,1,4.9,1,1,3.57,2,5,2.39,0,0,0.0,0,0,0.0,2,3,6.34,0,0,0.0,0,0,0.0
2025-01-30,US,,facebook,SB_UAC_Hindi_KYC_Completed_Firebase_Nov'22,,4,new install,,289,4,0.8,25.42,,,5.08,,1,2,3.53,2,7,0.57,2,4,2.77,0,0,0.0,0,0,0.0,2,1,3.99,1,0,0.0,2,10,9.47,1,10,3.55,2,10,5.9,1,0,0.0,0,0,0.0,1,9,9.57,1,9,3.75,2,2,6.03,2,3,1.85,2,5,1.16,2,9,0.91,2,10,9.21,1,8,4.24,1,2,0.57,0,0,0.0,2,3,6.51,0,0,0.0,1,1,9.96,2,0,0.0,1,5,7.38,1,10,7.71,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,6,9.2,2,9,8.16,0,0,0.0,0,0,0.0,0,0,0.0,2,8,8.79
2025-01-04,US,,other,SB_UAC_English_KYC_NonFos_Firebase_April'24,168.0,7,re-attribution,0.041666666666666664,63,4,0.5,94.9,,,18.98,,0,0,0.0,2,9,3.88,2,2,2.96,1,1,7.37,1,10,9.81,0,0,0.0,1,0,0.0,0,0,0.0,2,5,2.99,2,6,6.47,0,0,0.0,1,7,6.4,0,0,0.0,0,0,0.0,2,2,0.37,0,0,0.0,1,6,0.04,0,0,0.0,0,0,0.0,1,10,7.26,1,8,6.9,0,0,0.0,2,10,8.64,0,0,0.0,1,9,7.22,2,7,1.91,0,0,0.0,1,4,0.11,2,5,6.1,2,0,0.0,1,10,8.02,2,10,3.55,2,8,2.7,2,10,6.37,0,0,0.0,2,1,9.04,0,0,0.0,2,10,8.78
2025-06-15,CA,,other,SB_UAC_English_KYC_NonFos_Firebase_May'24,,10,new install,,328,0,0.0,37.39,,,37.39,,2,5,8.39,1,3,7.41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,10,4.86,2,10,3.41,0,0,0.0,0,0,0.0,0,0,0.0,2,6,8.97,0,0,0.0,1,7,9.1,2,4,4.94,1,1,6.54,1,9,7.98,1,9,3.03,1,0,0.0,0,0,0.0,1,4,3.28,2,6,2.49,2,1,3.45,1,4,7.88,2,5,1.97,1,6,6.41,2,1,5.84,0,0,0.0,1,8,3.92,1,4,1.14,2,7,7.19,0,0,0.0,2,10,9.18,1,2,5.96,1,2,7.71,0,0,0.0,2,10,1.28,0,0,0.0
2024-11-08,CA,Maddox Inc,facebook,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,,8,new install,,190,0,0.0,6.41,230.18,-0.97,6.41,28.77,2,10,8.39,2,6,9.27,1,7,2.91,1,2,5.26,1,0,0.0,2,7,8.3,2,8,0.49,1,6,2.97,2,8,3.34,2,0,0.0,1,5,4.99,1,10,2.0,1,9,6.88,0,0,0.0,1,3,5.76,0,0,0.0,2,7,6.9,2,1,2.46,0,0,0.0,0,0,0.0,0,0,0.0,2,9,4.78,1,2,8.53,0,0,0.0,1,8,0.58,0,0,0.0,2,7,8.56,0,0,0.0,0,0,0.0,2,8,6.57,1,9,0.43,0,0,0.0,1,1,4.52,0,0,0.0,1,7,9.02,1,9,2.63,2,1,3.06,1,9,6.46
