Date,Country,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Clicks,Conversions,Conversion Type,Conversion Rate,Sessions
2025-05-27,IN,,snapchat_int,Retargeting_Video_Lookalike_New_Installs_Feb'24,,172,sign_up,,5655
2025-07-14,US,,googleadwords_int,Performance_Search_Broad_Sales_Q3_May'23,6808.0,377,re-attribution,0.05537602820211516,6473
2025-07-20,IN,,direct,Brand_Search_English_New_Installs_Nov'23,3319.0,66,purchase,0.019885507683037058,2948
2025-09-20,AU,,tiktok_int,Brand_Search_Geo_Targeted_New_Installs_Mar'23,,15,purchase,,1358
2024-08-23,IN,,organic,Retargeting_Video_Hindi_KYC_Completed_Sep'23,2769.0,75,install,0.027085590465872156,2260
2024-03-04,DE,,facebook_int,Brand_UAC_Broad_Sales_Q3_Jul'24,3818.0,148,install,0.03876375065479309,3217
2024-07-17,GB,,direct,Brand_Display_Hindi_KYC_Completed_Jan'22,,102,sign_up,,1973
2025-01-27,JP,GrowthMasters,facebook_int,Brand_Video_Lookalike_KYC_Completed_Jul'23,,453,sign_up,,5768
2024-04-12,IN,,tiktok_int,Retargeting_Search_Geo_Targeted_Awareness_Push_Jul'23,363.0,12,sign_up,0.03305785123966942,291
2025-03-21,CA,,direct,SB_Social_Geo_Targeted_Sales_Q3_Feb'24,676.0,17,re-engagement,0.02514792899408284,620
2025-08-09,GB,,email_blast,Brand_Display_Lookalike_Sales_Q3_May'24,1068.0,31,re-engagement,0.02902621722846442,881
2024-07-20,IN,,snapchat_int,Retargeting_Search_Geo_Targeted_Awareness_Push_Dec'22,,95,re-engagement,,6812
2023-12-17,IN,,direct,Brand_UAC_English_KYC_Completed_May'24,6897.0,316,purchase,0.04581702189357692,5320
2023-12-09,IN,,direct,Performance_Display_Hindi_Sales_Q3_Jun'23,2611.0,179,purchase,0.06855610877058599,2574
2025-07-05,IN,MarketPro,googleadwords_int,Retargeting_Display_Hindi_Awareness_Push_Jan'23,,93,re-engagement,,7945
2024-05-03,US,,direct,Brand_UAC_Geo_Targeted_KYC_Completed_Jan'23,2821.0,82,re-engagement,0.029067706487061327,2415
2023-12-09,IN,,direct,Brand_Search_Broad_New_Installs_Sep'23,,155,re-engagement,,2284
2025-02-19,IN,,googleadwords_int,Retargeting_UAC_Hindi_Awareness_Push_Oct'23,,66,install,,3990
2025-01-22,IN,,facebook_int,Brand_Video_Lookalike_Awareness_Push_Mar'24,2010.0,92,install,0.045771144278606964,1600
2024-07-06,IN,,direct,Brand_Social_Geo_Targeted_New_Installs_May'22,3851.0,166,sign_up,0.043105686834588416,2978
2023-11-27,GB,,organic,SB_Video_Broad_KYC_Completed_Dec'22,9196.0,155,purchase,0.016855154414963026,7249
2024-02-22,GB,,tiktok_int,Performance_Display_English_Awareness_Push_Jul'24,,374,sign_up,,7234
2024-05-21,JP,GrowthMasters,organic,Performance_Display_Lookalike_Sales_Q3_Jun'22,,276,sign_up,,3845
2024-04-28,IN,,facebook_int,Performance_UAC_Broad_New_Installs_Jan'24,4611.0,244,re-engagement,0.05291693775753633,3652
2025-05-02,JP,,snapchat_int,SB_Video_English_Sales_Q3_Jan'24,5845.0,26,purchase,0.004448246364414029,5152
2024-12-10,IN,,email_blast,Retargeting_Display_Geo_Targeted_New_Installs_May'23,522.0,36,sign_up,0.06896551724137931,490
2025-02-26,IN,,email_blast,Performance_UAC_Lookalike_KYC_Completed_Feb'23,,51,re-attribution,,842
2023-10-19,JP,,facebook_int,SB_UAC_Lookalike_New_Installs_Oct'23,7839.0,563,purchase,0.07182038525322107,7244
2023-12-02,IN,,facebook_int,SB_Social_Geo_Targeted_Awareness_Push_Jun'23,2314.0,118,re-attribution,0.05099394987035436,2053
2024-08-28,BR,MarketPro,facebook_int,Brand_UAC_Hindi_Awareness_Push_May'22,6261.0,33,sign_up,0.005270723526593196,5841
2024-10-07,IN,,snapchat_int,Retargeting_Search_English_Awareness_Push_Mar'22,5221.0,343,purchase,0.0656962267764796,4978
2024-02-14,IN,AdConnect,googleadwords_int,Performance_Video_Broad_Sales_Q3_Sep'23,6054.0,140,install,0.02312520647505781,4884
2024-10-30,IN,,email_blast,Retargeting_Video_English_Awareness_Push_Apr'22,5893.0,396,purchase,0.06719837094858307,5746
2024-12-21,IN,,direct,Brand_UAC_Broad_Awareness_Push_Nov'22,7048.0,412,install,0.058456299659477864,5707
2025-07-13,IN,,facebook_int,Performance_Social_Hindi_Awareness_Push_Apr'24,4104.0,203,re-engagement,0.049463937621832356,3620
2024-04-03,IN,,tiktok_int,SB_Search_Broad_KYC_Completed_Apr'23,,260,install,,7218
2023-12-08,GB,,tiktok_int,Performance_Display_English_Sales_Q3_Oct'24,,302,re-engagement,,6763
2024-02-15,IN,,email_blast,Performance_Display_Geo_Targeted_Sales_Q3_Jun'24,,386,install,,7262
2025-09-08,BR,,tiktok_int,SB_UAC_English_Sales_Q3_Apr'22,3818.0,7,sign_up,0.0018334206390780514,3022
2025-03-30,IN,AdConnect,googleadwords_int,Performance_Video_Hindi_Sales_Q3_Dec'24,,34,sign_up,,3520
2025-02-08,US,,organic,Retargeting_Display_Hindi_Awareness_Push_Apr'23,3930.0,33,sign_up,0.008396946564885497,3559
2025-03-09,DE,,affiliate_network,SB_Display_Geo_Targeted_Awareness_Push_Jul'22,8234.0,369,install,0.04481418508622784,6350
2024-09-22,CA,,organic,Performance_Display_Geo_Targeted_Awareness_Push_May'23,7708.0,47,purchase,0.006097560975609756,6430
2025-02-28,GB,GrowthMasters,snapchat_int,SB_Video_Geo_Targeted_Sales_Q3_Aug'24,7098.0,500,re-attribution,0.07044237813468583,6764
2024-04-10,US,,organic,Retargeting_Social_Geo_Targeted_Awareness_Push_Sep'24,5129.0,113,re-attribution,0.022031585104308832,3964
2025-03-11,US,,affiliate_network,Performance_Social_English_Sales_Q3_Jul'22,1431.0,48,re-attribution,0.033542976939203356,1119
2024-07-09,BR,,snapchat_int,Retargeting_UAC_Geo_Targeted_Awareness_Push_Jul'23,7611.0,173,re-attribution,0.022730258835895415,5943
2025-10-07,IN,,affiliate_network,Retargeting_Search_Broad_KYC_Completed_Jun'23,,108,sign_up,,2392
2025-04-24,DE,,tiktok_int,Brand_Social_Hindi_Sales_Q3_Oct'24,,50,re-attribution,,1890
2025-05-05,GB,,googleadwords_int,SB_Video_Geo_Targeted_Awareness_Push_May'23,4736.0,295,install,0.06228885135135135,4088
2025-01-16,JP,,email_blast,Brand_Search_Hindi_KYC_Completed_Sep'22,7605.0,301,re-attribution,0.03957922419460881,6810
2024-09-27,US,,affiliate_network,Performance_Search_Lookalike_KYC_Completed_Apr'24,4642.0,122,sign_up,0.026281775096940973,3899
2025-09-27,IN,,snapchat_int,SB_Social_Geo_Targeted_New_Installs_Jan'23,7561.0,305,sign_up,0.040338579552969184,6367
2024-04-01,BR,MarketPro,email_blast,Retargeting_Display_Lookalike_New_Installs_Oct'23,,165,re-engagement,,5055
2025-04-15,IN,,email_blast,Retargeting_Social_Lookalike_Awareness_Push_Jan'22,4625.0,271,install,0.058594594594594596,3852
2025-01-08,IN,,email_blast,Retargeting_Video_English_Sales_Q3_May'24,4685.0,253,sign_up,0.05400213447171825,4293
2025-03-25,IN,,direct,Brand_Social_Lookalike_Sales_Q3_May'24,215.0,4,purchase,0.018604651162790697,200
2023-12-14,IN,,tiktok_int,Retargeting_Display_Broad_KYC_Completed_Dec'22,,17,sign_up,,4124
2024-10-28,IN,,facebook_int,Retargeting_Social_English_New_Installs_Jul'23,863.0,20,install,0.023174971031286212,680
2025-01-12,IN,,affiliate_network,Performance_Social_Geo_Targeted_Awareness_Push_Dec'22,4416.0,201,purchase,0.04551630434782609,3407
2024-01-09,AU,,facebook_int,Performance_Social_Geo_Targeted_New_Installs_May'23,3926.0,184,re-engagement,0.04686704024452369,3538
2025-08-21,DE,,tiktok_int,Brand_Social_Lookalike_New_Installs_Nov'24,3759.0,196,re-engagement,0.0521415270018622,3227
2024-09-27,US,,facebook_int,SB_Video_Lookalike_KYC_Completed_Sep'24,644.0,30,purchase,0.046583850931677016,570
2024-04-23,US,,email_blast,SB_Search_English_New_Installs_Sep'24,2753.0,124,re-engagement,0.04504177261169633,2720
2024-05-13,GB,,direct,Retargeting_Display_Broad_Awareness_Push_Feb'24,8013.0,313,install,0.03906152502183951,6823
2025-03-31,IN,,googleadwords_int,Performance_Social_Lookalike_Sales_Q3_Dec'22,6873.0,327,sign_up,0.04757747708424269,5898
2025-10-14,BR,,affiliate_network,Brand_UAC_Geo_Targeted_New_Installs_May'22,8432.0,474,purchase,0.056214421252371916,6489
2024-08-30,IN,,facebook_int,SB_UAC_Geo_Targeted_Sales_Q3_Sep'24,8163.0,215,sign_up,0.02633835599656989,6452
2024-08-18,US,,organic,Brand_Video_Broad_New_Installs_Nov'24,5526.0,309,re-attribution,0.05591748099891422,4953
2024-03-27,IN,,email_blast,Performance_Search_English_KYC_Completed_Aug'22,,273,re-engagement,,4792
2024-08-13,CA,,direct,SB_Video_English_KYC_Completed_Mar'24,1542.0,14,re-engagement,0.009079118028534372,1490
2025-05-08,IN,,organic,SB_UAC_Lookalike_KYC_Completed_Sep'23,4619.0,115,purchase,0.02489716388828751,4541
2024-07-06,IN,,googleadwords_int,SB_Search_English_KYC_Completed_Aug'23,7771.0,511,re-engagement,0.0657573027924334,7234
2025-07-09,BR,AdConnect,googleadwords_int,Performance_Video_English_New_Installs_Jul'23,2306.0,109,re-attribution,0.047267996530789246,1940
2025-01-27,DE,,tiktok_int,Performance_UAC_Hindi_Awareness_Push_Dec'23,2172.0,86,sign_up,0.03959484346224678,1754
2024-03-31,CA,,direct,Performance_Search_English_Awareness_Push_Nov'24,,36,install,,773
2025-05-30,IN,,tiktok_int,Retargeting_Social_English_New_Installs_Sep'24,7212.0,427,purchase,0.05920687742651137,7184
2024-03-28,AU,,affiliate_network,SB_Video_Hindi_KYC_Completed_Nov'24,474.0,24,install,0.05063291139240506,400
2024-09-18,DE,,email_blast,Brand_Video_Broad_Sales_Q3_Sep'24,3149.0,52,re-attribution,0.01651317878691648,2524
2024-03-30,IN,,affiliate_network,Retargeting_UAC_English_New_Installs_Jun'23,6123.0,14,purchase,0.002286460885187,5694
2024-08-19,IN,,snapchat_int,Performance_Social_English_Awareness_Push_Aug'23,5379.0,136,install,0.025283509946086632,4313
2024-02-22,DE,,snapchat_int,Brand_Video_Lookalike_KYC_Completed_Dec'23,,12,install,,260
2024-08-18,DE,,organic,Brand_Social_Lookalike_Awareness_Push_Jun'24,,12,install,,191
2025-07-20,US,MarketPro,email_blast,Performance_UAC_Lookalike_Sales_Q3_Jul'24,6048.0,193,re-engagement,0.03191137566137566,4810
2024-03-02,BR,AdConnect,facebook_int,Brand_Social_English_Awareness_Push_Jul'23,5902.0,420,re-engagement,0.0711623178583531,5380
2024-08-18,GB,,direct,SB_Search_Geo_Targeted_Awareness_Push_May'22,9162.0,126,re-attribution,0.0137524557956778,7905
2024-05-25,US,,snapchat_int,Performance_UAC_Broad_New_Installs_Apr'24,3187.0,156,re-attribution,0.04894885472230938,2781
2024-11-10,IN,,organic,SB_Video_Broad_Awareness_Push_Jun'23,3708.0,111,sign_up,0.029935275080906147,3321
2024-05-16,GB,,email_blast,Performance_Display_Geo_Targeted_New_Installs_Jul'24,1095.0,74,install,0.06757990867579909,942
2024-02-29,IN,,tiktok_int,Retargeting_Video_English_New_Installs_Jul'23,,13,re-engagement,,251
2024-01-15,JP,,organic,Performance_Video_Hindi_Awareness_Push_Mar'22,3423.0,128,sign_up,0.037394098743791994,3127
2025-04-13,IN,,affiliate_network,SB_Search_Lookalike_Sales_Q3_Jan'23,5191.0,123,re-attribution,0.02369485648237334,5141
2024-02-06,IN,,email_blast,Performance_UAC_Lookalike_Sales_Q3_Sep'22,1296.0,77,purchase,0.05941358024691358,1060
2025-07-26,CA,,organic,Retargeting_Search_Geo_Targeted_KYC_Completed_Apr'23,3526.0,29,re-attribution,0.008224617129892229,2809
2025-08-07,BR,AdConnect,direct,Brand_Video_Broad_Awareness_Push_Jan'22,2621.0,153,re-attribution,0.05837466615795498,2293
2024-05-22,US,,organic,Retargeting_Display_English_New_Installs_Jan'23,,315,sign_up,,7194
2025-06-26,DE,DigitalLeap,facebook_int,Brand_Video_Hindi_Sales_Q3_Dec'24,8260.0,24,install,0.0029055690072639223,7034
2024-07-12,US,AdConnect,email_blast,Brand_Video_Hindi_Awareness_Push_May'22,7156.0,252,re-engagement,0.03521520402459474,6273
2024-10-03,GB,,direct,Performance_Video_Geo_Targeted_KYC_Completed_Oct'24,5569.0,128,sign_up,0.022984377805710183,4872
2025-07-12,IN,,googleadwords_int,Performance_UAC_English_Awareness_Push_Jul'22,335.0,17,sign_up,0.050746268656716415,310
2024-01-24,GB,MarketPro,facebook_int,SB_UAC_Lookalike_Awareness_Push_Sep'22,9503.0,231,sign_up,0.024308113227401874,7983
2025-03-12,IN,,organic,SB_Video_Lookalike_Sales_Q3_Jun'24,3818.0,278,sign_up,0.07281299109481404,3578
2025-04-24,JP,,googleadwords_int,SB_UAC_Broad_KYC_Completed_Jul'23,1097.0,50,re-attribution,0.04557885141294439,883
2024-03-10,CA,,email_blast,Performance_Display_Hindi_KYC_Completed_Aug'24,5006.0,234,install,0.046743907311226525,4983
2025-07-28,IN,,tiktok_int,SB_UAC_Geo_Targeted_New_Installs_Dec'24,,95,install,,1676
2024-07-14,US,MarketPro,snapchat_int,Brand_Search_Hindi_Sales_Q3_Aug'22,9520.0,149,re-attribution,0.01565126050420168,7835
2025-10-08,GB,,organic,SB_Video_Lookalike_New_Installs_May'23,306.0,5,sign_up,0.016339869281045753,262
2025-03-21,GB,,snapchat_int,Brand_Video_Hindi_Awareness_Push_Aug'23,3655.0,51,install,0.013953488372093023,3185
2024-12-10,CA,,affiliate_network,Performance_Video_Hindi_New_Installs_Jul'22,9212.0,1,sign_up,0.00010855405992184108,7265
2024-09-30,US,,direct,Brand_Display_Lookalike_Awareness_Push_Apr'24,301.0,12,re-attribution,0.03986710963455149,296
2025-05-12,GB,,affiliate_network,Performance_Social_Hindi_Sales_Q3_Dec'22,2909.0,150,install,0.051564111378480576,2522
2025-01-20,IN,,organic,Performance_Display_Hindi_KYC_Completed_Feb'24,5947.0,326,install,0.054817555069783086,4612
2024-01-11,JP,,tiktok_int,Performance_Video_Hindi_New_Installs_Jan'22,5557.0,28,sign_up,0.00503868994061544,4864
2024-06-28,IN,,facebook_int,Retargeting_Social_Lookalike_Sales_Q3_May'24,3693.0,8,sign_up,0.002166260492824262,3577
2025-03-25,IN,,direct,Performance_Social_English_Sales_Q3_Feb'23,8478.0,342,install,0.040339702760084924,7710
2024-05-24,IN,,snapchat_int,Performance_Social_English_KYC_Completed_Nov'24,6831.0,147,re-attribution,0.021519543258673692,5916
2025-08-29,IN,,affiliate_network,Brand_Display_Broad_Sales_Q3_Dec'24,3692.0,117,re-attribution,0.03169014084507042,3451
2024-09-07,GB,,facebook_int,Retargeting_Display_Lookalike_Sales_Q3_Nov'22,919.0,44,re-attribution,0.04787812840043525,906
2025-02-03,IN,GrowthMasters,direct,Brand_Display_Geo_Targeted_Sales_Q3_Jan'22,9142.0,283,install,0.030956027127543206,7330
2024-10-04,JP,,organic,SB_Search_Broad_New_Installs_Jun'22,4893.0,341,re-engagement,0.06969139587165338,4383
2025-04-22,CA,,direct,Brand_Display_English_Sales_Q3_Dec'23,6874.0,246,install,0.0357870235670643,6622
2025-07-14,IN,,tiktok_int,Retargeting_Display_English_Awareness_Push_Nov'23,2168.0,108,re-engagement,0.04981549815498155,2052
2025-07-28,DE,,snapchat_int,Performance_Video_Hindi_Awareness_Push_May'22,6917.0,164,install,0.023709700737313863,6554
2025-09-01,DE,,email_blast,Brand_Video_English_New_Installs_Apr'24,4717.0,90,install,0.01907992368030528,4286
2025-02-26,US,,affiliate_network,Retargeting_Display_English_KYC_Completed_Apr'24,,348,purchase,,7910
2023-11-24,DE,,email_blast,Performance_UAC_Broad_Sales_Q3_Feb'23,2330.0,33,re-attribution,0.014163090128755365,1889
2024-02-07,DE,,organic,Brand_UAC_Geo_Targeted_New_Installs_Sep'22,,11,re-attribution,,1612
2025-04-09,IN,,direct,Retargeting_UAC_Lookalike_New_Installs_Jan'23,7486.0,377,sign_up,0.050360673256745925,5789
2023-11-24,IN,,email_blast,Performance_Video_Broad_KYC_Completed_Jan'23,3382.0,99,re-attribution,0.029272619751626257,3091
2025-03-09,IN,,facebook_int,SB_Search_Geo_Targeted_New_Installs_Oct'23,1153.0,1,re-attribution,0.0008673026886383347,1047
2024-10-14,IN,MarketPro,affiliate_network,Brand_UAC_English_New_Installs_Jul'24,,16,re-attribution,,6406
2025-09-13,DE,,snapchat_int,Brand_Video_Broad_New_Installs_Nov'22,3864.0,124,purchase,0.032091097308488616,3526
2024-04-11,IN,,googleadwords_int,SB_Display_Lookalike_New_Installs_Jan'23,7854.0,306,purchase,0.03896103896103896,7400
2025-02-17,US,,tiktok_int,Performance_Video_Geo_Targeted_New_Installs_Jan'24,,89,purchase,,2287
2025-06-19,IN,,direct,Retargeting_UAC_Geo_Targeted_KYC_Completed_Jan'23,,210,sign_up,,6322
2025-05-01,IN,DigitalLeap,organic,Retargeting_Social_Geo_Targeted_New_Installs_Feb'24,,63,re-engagement,,1511
2023-10-18,IN,,tiktok_int,Retargeting_Video_Lookalike_KYC_Completed_Apr'22,1494.0,98,install,0.06559571619812583,1263
2025-02-14,JP,,googleadwords_int,Retargeting_Social_Hindi_New_Installs_May'24,2103.0,123,re-engagement,0.05848787446504993,1644
2024-10-05,US,,googleadwords_int,SB_Search_Broad_KYC_Completed_Oct'22,2207.0,53,purchase,0.02401449932034436,1763
2023-11-21,JP,,tiktok_int,Retargeting_Video_English_Awareness_Push_Dec'22,1993.0,5,purchase,0.002508780732563974,1764
2024-03-01,IN,,organic,SB_Video_Hindi_KYC_Completed_May'22,,439,install,,7362
2024-05-21,IN,,googleadwords_int,Brand_Display_Lookalike_KYC_Completed_Dec'23,1410.0,89,purchase,0.06312056737588652,1358
2024-08-11,US,,email_blast,SB_Social_Hindi_Awareness_Push_Feb'23,1138.0,76,install,0.06678383128295255,1107
2025-01-07,JP,,googleadwords_int,Retargeting_Display_Hindi_Awareness_Push_Oct'23,7751.0,127,install,0.01638498258289253,6046
2024-09-27,CA,,direct,Retargeting_Display_Broad_Awareness_Push_Oct'24,6305.0,285,re-engagement,0.04520222045995242,5268
2024-12-01,IN,AdConnect,tiktok_int,Performance_Video_Geo_Targeted_Sales_Q3_May'24,,210,sign_up,,3300
2025-05-13,IN,,facebook_int,Brand_Social_Broad_New_Installs_Nov'22,9651.0,154,sign_up,0.015956895658480987,7521
2024-06-03,US,,facebook_int,SB_Video_Broad_Awareness_Push_Jan'24,4191.0,215,re-engagement,0.05130040563111429,3531
2024-07-11,GB,,snapchat_int,Brand_Social_Lookalike_Sales_Q3_Sep'23,7221.0,492,purchase,0.06813460739509763,6178
2024-05-23,GB,DigitalLeap,snapchat_int,Retargeting_Display_Lookalike_KYC_Completed_Apr'24,,149,re-attribution,,4026
2024-05-09,IN,,organic,Retargeting_Display_Lookalike_Awareness_Push_Dec'23,5829.0,98,install,0.016812489277749185,5374
2024-05-16,IN,,organic,Performance_Video_Geo_Targeted_New_Installs_Mar'22,3400.0,92,install,0.027058823529411764,3249
2023-10-24,IN,,direct,Retargeting_UAC_Lookalike_Awareness_Push_May'24,,22,re-attribution,,849
2025-06-13,JP,,affiliate_network,SB_Search_Broad_New_Installs_Jan'24,9418.0,379,install,0.040242089615629646,7487
2024-05-15,US,,email_blast,SB_Search_Hindi_New_Installs_Oct'23,3113.0,108,purchase,0.034693221972373914,3083
2025-01-21,CA,,email_blast,Performance_Search_Geo_Targeted_Awareness_Push_Jan'22,1269.0,42,purchase,0.03309692671394799,1161
2025-09-26,US,,email_blast,Brand_Social_Broad_New_Installs_Nov'23,,71,install,,6599
2023-11-09,JP,,email_blast,SB_Display_Geo_Targeted_Awareness_Push_Aug'23,1143.0,52,sign_up,0.045494313210848646,1114
2024-07-15,AU,,affiliate_network,Performance_UAC_Broad_Sales_Q3_Sep'24,,231,re-attribution,,5427
2025-06-10,US,,affiliate_network,Brand_Social_English_KYC_Completed_Aug'23,4609.0,95,install,0.020611846387502714,3679
2023-11-09,IN,,organic,Performance_Social_English_KYC_Completed_Dec'22,7703.0,387,sign_up,0.050240166169025054,6750
2025-05-10,AU,,facebook_int,Performance_Display_Broad_KYC_Completed_Mar'24,4493.0,44,purchase,0.00979301135099043,4263
2025-10-10,GB,,googleadwords_int,Performance_Search_English_New_Installs_Apr'22,,262,re-attribution,,6605
2024-09-16,US,,email_blast,SB_UAC_Broad_Awareness_Push_Jun'23,,171,re-engagement,,3742
2025-04-28,IN,,direct,Brand_Display_Broad_New_Installs_Jun'24,5379.0,82,sign_up,0.015244469232199293,4908
2025-08-12,DE,,direct,Brand_UAC_Broad_KYC_Completed_Aug'22,3644.0,190,purchase,0.05214050493962678,3511
2025-04-11,IN,,email_blast,SB_Search_Broad_New_Installs_Oct'24,7068.0,303,re-engagement,0.042869269949066216,5857
2025-04-03,US,MarketPro,snapchat_int,Retargeting_UAC_Broad_Sales_Q3_Aug'22,205.0,9,purchase,0.04390243902439024,180
2025-03-17,US,,direct,Performance_Search_Lookalike_KYC_Completed_Jan'24,,272,re-engagement,,5050
2024-06-11,IN,,direct,SB_Search_Geo_Targeted_Sales_Q3_Feb'24,2035.0,99,re-attribution,0.04864864864864865,1850
2025-04-29,IN,,snapchat_int,SB_Social_Geo_Targeted_New_Installs_Jan'24,3563.0,18,install,0.005051922537187763,3002
2025-08-26,DE,,tiktok_int,Brand_Display_English_KYC_Completed_Jan'23,1413.0,5,install,0.003538570417551309,1388
2024-10-23,IN,DigitalLeap,tiktok_int,SB_UAC_Lookalike_Awareness_Push_Dec'24,414.0,23,re-attribution,0.05555555555555555,397
2024-10-27,DE,DigitalLeap,tiktok_int,Performance_Social_Lookalike_KYC_Completed_Mar'24,,218,re-attribution,,5859
2024-03-01,US,,direct,Retargeting_Video_English_Sales_Q3_Jun'24,,176,install,,3993
2025-05-11,US,,facebook_int,SB_UAC_Broad_New_Installs_Mar'23,7066.0,329,install,0.04656099632040758,5515
2025-03-14,IN,,email_blast,Retargeting_UAC_English_Awareness_Push_Nov'22,7386.0,220,purchase,0.029786081776333604,6783
2025-07-08,IN,,facebook_int,Performance_Video_Geo_Targeted_KYC_Completed_Apr'22,2958.0,176,install,0.05949966193373901,2668
2025-08-19,IN,MarketPro,email_blast,SB_Search_English_Sales_Q3_Jun'22,,411,re-attribution,,7347
2024-05-14,DE,,affiliate_network,Performance_Social_Broad_Sales_Q3_Jul'23,,309,re-attribution,,5574
2024-05-28,GB,,organic,SB_Search_English_Sales_Q3_Oct'23,1750.0,107,sign_up,0.061142857142857145,1555
2024-10-12,CA,,affiliate_network,Retargeting_UAC_Hindi_Sales_Q3_Mar'23,5545.0,43,install,0.00775473399458972,4409
2025-01-27,JP,,affiliate_network,Performance_Social_Hindi_New_Installs_Sep'22,,123,re-engagement,,3404
2024-04-16,US,MarketPro,facebook_int,SB_Social_Broad_Sales_Q3_Jun'24,6597.0,96,re-engagement,0.01455206912232833,6032
2024-10-03,CA,,affiliate_network,Brand_Display_Geo_Targeted_KYC_Completed_Mar'23,2258.0,106,purchase,0.046944198405668734,1832
2024-11-20,US,AdConnect,snapchat_int,SB_Social_Hindi_New_Installs_Aug'22,2935.0,57,re-attribution,0.019420783645655876,2842
2024-02-18,IN,MarketPro,affiliate_network,Retargeting_Search_Hindi_KYC_Completed_Feb'22,8125.0,198,re-attribution,0.024369230769230768,6689
2024-03-10,IN,GrowthMasters,organic,Performance_UAC_English_Awareness_Push_Nov'22,7917.0,545,re-engagement,0.06883920677024126,7341
2024-06-19,US,,organic,Brand_Video_English_Awareness_Push_Feb'24,5205.0,166,re-engagement,0.031892411143131606,4803
2024-06-11,IN,,email_blast,SB_Display_Geo_Targeted_Awareness_Push_May'24,6451.0,443,install,0.0686715237947605,6055
2025-04-25,AU,,facebook_int,Performance_UAC_Broad_Awareness_Push_Apr'23,8361.0,527,sign_up,0.06303073795000598,7351
2024-08-31,IN,,affiliate_network,SB_UAC_Broad_KYC_Completed_Jul'23,,38,purchase,,5241
2024-11-06,DE,,direct,Retargeting_UAC_English_Awareness_Push_Dec'24,8270.0,565,re-attribution,0.06831922611850061,7267
2024-02-29,IN,,email_blast,Retargeting_Video_Hindi_Sales_Q3_Aug'22,7828.0,508,re-engagement,0.06489524782830863,7192
2024-03-22,IN,,tiktok_int,Performance_Video_Hindi_Awareness_Push_Oct'22,7279.0,92,purchase,0.012639098777304575,6076
2024-07-22,IN,,googleadwords_int,SB_UAC_Lookalike_Sales_Q3_Jan'24,4565.0,162,install,0.035487404162102956,3957
2025-05-28,IN,,facebook_int,Retargeting_UAC_Hindi_KYC_Completed_May'24,,103,sign_up,,2246
2024-12-24,JP,,facebook_int,Retargeting_Search_Broad_New_Installs_Apr'22,6853.0,15,sign_up,0.002188822413541515,5386
2024-03-20,IN,,email_blast,SB_Video_Geo_Targeted_KYC_Completed_Jan'23,,91,purchase,,1560
2024-04-21,AU,DigitalLeap,direct,Brand_Search_English_Awareness_Push_Dec'22,,210,re-attribution,,5982
2023-10-28,IN,,affiliate_network,Brand_UAC_Geo_Targeted_KYC_Completed_Jan'24,,589,purchase,,7900
2023-12-16,DE,,organic,Performance_UAC_Lookalike_New_Installs_Aug'24,1048.0,18,re-engagement,0.01717557251908397,810
2023-11-24,CA,,email_blast,Performance_Video_Broad_New_Installs_Jul'24,9594.0,559,sign_up,0.058265582655826556,7840
2024-10-06,IN,,organic,Brand_Social_English_New_Installs_Mar'22,,103,purchase,,3557
2024-06-06,IN,DigitalLeap,facebook_int,Brand_UAC_Hindi_Awareness_Push_Aug'24,7828.0,250,sign_up,0.03193663771078181,7525
2024-08-18,IN,,organic,Brand_UAC_Hindi_New_Installs_Dec'24,1572.0,100,re-engagement,0.06361323155216285,1547
2023-11-18,US,,facebook_int,Performance_Social_Lookalike_Sales_Q3_Nov'24,1287.0,54,install,0.04195804195804196,1177
2025-04-27,US,,googleadwords_int,Brand_Search_Lookalike_KYC_Completed_Aug'22,6774.0,433,re-engagement,0.06392087392973132,5588
2024-10-16,IN,,tiktok_int,Brand_Display_Geo_Targeted_Awareness_Push_Sep'24,3475.0,243,purchase,0.06992805755395684,3052
2024-12-11,IN,,direct,Performance_Display_Broad_KYC_Completed_Jul'22,5355.0,20,purchase,0.003734827264239029,4936
2023-12-04,IN,MarketPro,snapchat_int,Brand_Search_Geo_Targeted_New_Installs_Dec'23,3070.0,63,re-engagement,0.02052117263843648,2883
2025-08-06,DE,,organic,SB_Social_Hindi_Awareness_Push_Jun'23,6701.0,271,install,0.04044172511565438,6462
2024-03-07,IN,,organic,Performance_Video_English_KYC_Completed_Nov'22,,248,purchase,,3489
2025-08-22,IN,,email_blast,Brand_Display_Lookalike_Awareness_Push_Dec'23,7720.0,442,re-attribution,0.057253886010362694,7676
2024-04-11,DE,,organic,Retargeting_Display_English_Sales_Q3_May'24,,555,purchase,,7357
2024-11-05,IN,,affiliate_network,Brand_Display_Hindi_Sales_Q3_Sep'22,1552.0,7,re-engagement,0.004510309278350515,1284
2024-10-22,BR,,email_blast,Brand_Search_Hindi_New_Installs_May'22,,24,re-engagement,,2291
2023-10-21,CA,,facebook_int,Brand_Video_Geo_Targeted_Sales_Q3_Nov'22,3263.0,111,re-attribution,0.03401777505363163,3124
2025-09-10,GB,,affiliate_network,Retargeting_UAC_Broad_New_Installs_Apr'24,7496.0,70,install,0.009338313767342583,6358
